OrderID,ProductID,Quantity,UnitCost,UnitPrice,DiscountRate,IsReturned,ReturnDate,ReturnTime,ReturnReason
ORD05561,PRDCT0054,2,4.17,5.55,0.0,0,9999-12-31,00:00:00,
ORD05561,PRDCT0032,2,5.42,8.07,0.05,0,9999-12-31,00:00:00,
ord05561,PRDCT0046,1,2.45,3.3,0.0,0,9999-12-31,00:00:00,
ord05561,PRDCT0036,2,4.9,7.65,0.1,0,9999-12-31,00:00:00,
ord05561,prdct0087,2,7.85,12.18,0.0,0,9999-12-31,00:00:00,
ORD05562,PRDCT0038,3,6.47,8.68,0.0,0,9999-12-31,00:00:00,
ORD05562,PRDCT0096,5,4.82,6.18,0.0,0,9999-12-31,00:00:00,
ORD05562,PRDCT0037,2,1.88,2.46,0.0,1,2026-06-02,11:26:19,Damaged Can
ORD05562,PRDCT0053,4,7.75,11.92,0.0,0,9999-12-31,00:00:00,
ORD05563,PRDCT0047,2,4.78,6.71,0.0,0,9999-12-31,00:00:00,
ORD05563,prdct0046,4,2.45,3.3,0.1,0,9999-12-31,00:00:00,
ord05563,PRDCT0035,2,2.02,2.54,0.0,0,9999-12-31,00:00:00,
ORD05563,PRDCT0032,1,5.42,8.07,0.1,0,9999-12-31,00:00:00,
ORD05563,PRDCT0040,5,2.87,4.62,0.0,0,9999-12-31,00:00:00,
ORD05563,prdct0037,5,1.56,2.04,0.0,0,9999-12-31,00:00:00,
ord05563,PRDCT0018,2,8.88,11.66,0.0,0,9999-12-31,00:00:00,
ORD05564,PRDCT0040,4,3.48,5.59,0.0,0,9999-12-31,00:00:00,
ORD05564,prdct0031,2,3.83,5.86,0.0,0,9999-12-31,00:00:00,
ORD05564,PRDCT0099,2,11.97,15.35,0.0,0,9999-12-31,00:00:00,
ORD05565,prdct0048,1,4.73,6.76,0.0,0,9999-12-31,00:00:00,
ORD05566,PRDCT0077,2,5.97,8.55,0.15,0,9999-12-31,00:00:00,
ord05567,prdct0067,1,2.45,3.67,0.15,0,9999-12-31,00:00:00,
ORD05567,prdct0083,1,4.17,5.43,0.0,0,9999-12-31,00:00:00,
ord05567,PRDCT0085,2,3.34,4.65,0.0,0,9999-12-31,00:00:00,
ord05567,PRDCT0041,1,5.26,7.25,0.0,0,9999-12-31,00:00:00,
ORD05568,PRDCT0007,3,21.77,33.89,0.1,1,22/03/2022,21:07:35,Spoiled/Expired
ORD05568,prdct0026,4,4.86,6.44,0.0,1,03-21-22,18:07:35,Bruised/Damaged
ord05568,PRDCT0018,5,7.34,9.64,0.05,0,9999-12-31,00:00:00,
ORD05568,PRDCT0006,4,9.17,11.56,0.0,0,9999-12-31,00:00:00,
ORD05568,PRDCT0024,2,1.98,2.82,0.0,0,9999-12-31,00:00:00,
ord05568,prdct0011,1,4.33,6.91,0.0,0,9999-12-31,00:00:00,
ord05569,prdct0066,3,4.17,6.47,0.0,0,9999-12-31,00:00:00,
ORD05569,PRDCT0072,2,7.06,10.69,0.0,0,9999-12-31,00:00:00,
ord05569,prdct0087,3,6.49,10.07,0.0,0,9999-12-31,00:00:00,
ORD05569,PRDCT0069,2,5.67,7.64,0.1,0,9999-12-31,00:00:00,
ORD05570,PRDCT0026,3,6.47,8.56,0.0,0,9999-12-31,00:00:00,
ORD05570,PRDCT0022,3,1.33,1.71,0.05,0,9999-12-31,00:00:00,
ORD05570,prdct0021,4,1.65,2.36,0.0,0,9999-12-31,00:00:00,
ORD05570,prdct0017,3,2.84,3.6,0.05,0,9999-12-31,00:00:00,
ORD05571,prdct0006,19,11.1,13.99,0.15,0,9999-12-31,00:00:00,
ORD05571,PRDCT0024,2,2.4,3.41,0.0,0,9999-12-31,00:00:00,
ORD05571,prdct0018,4,8.88,11.66,0.0,0,9999-12-31,00:00:00,
ORD05571,prdct0015,4,4.99,8.19,0.0,0,9999-12-31,00:00:00,
ORD05571,PRDCT0010,1,18.22,27.68,0.15,0,9999-12-31,00:00:00,
ord05571,prdct0087,3,7.85,12.18,0.0,0,9999-12-31,00:00:00,
ord05572,PRDCT0009,1,18.17,25.78,0.1,0,9999-12-31,00:00:00,
ORD05572,PRDCT0002,2,29.82,41.43,0.0,0,9999-12-31,00:00:00,
ORD05573,PRDCT0071,2,12.22,18.79,0.0,0,9999-12-31,00:00:00,
ORD05573,PRDCT0086,1,8.12,13.47,0.15,0,9999-12-31,00:00:00,
ORD05573,PRDCT0075,1,3.28,5.01,0.05,0,9999-12-31,00:00:00,
ord05574,prdct0032,1,5.42,8.07,0.0,0,9999-12-31,00:00:00,
ORD05574,PRDCT0038,1,5.35,7.17,0.0,0,9999-12-31,00:00:00,
ORD05574,PRDCT0056,2,2.85,4.5,0.0,0,9999-12-31,00:00:00,
ord05575,PRDCT0016,1,4.79,7.56,0.0,0,9999-12-31,00:00:00,
ORD05575,PRDCT0027,2,5.37,6.9,0.0,0,9999-12-31,00:00:00,
ORD05576,PRDCT0023,1,2.46,3.35,0.0,0,9999-12-31,00:00:00,
ORD05576,prdct0002,2,29.82,41.43,0.05,0,9999-12-31,00:00:00,
ORD05577,prdct0082,4,9.98,14.11,0.1,0,9999-12-31,00:00:00,
ORD05577,prdct0069,3,6.85,9.25,0.0,0,9999-12-31,00:00:00,
ORD05577,PRDCT0066,3,5.04,7.83,0.0,0,9999-12-31,00:00:00,
ord05577,PRDCT0024,3,2.4,3.41,0.0,0,9999-12-31,00:00:00,
ord05578,prdct0090,1,11.9,18.95,0.0,0,9999-12-31,00:00:00,
ORD05578,prdct0065,1,1.46,2.09,0.0,0,9999-12-31,00:00:00,
ORD05578,PRDCT0062,1,4.01,6.44,0.05,0,9999-12-31,00:00:00,
ORD05579,PRDCT0057,4,5.74,7.54,0.0,0,9999-12-31,00:00:00,
ORD05579,PRDCT0049,1,2.8,4.09,0.0,0,9999-12-31,00:00:00,
ord05579,prdct0047,4,3.59,5.04,0.05,0,9999-12-31,00:00:00,
ORD05580,prdct0030,2,1.2,1.8,0.0,0,9999-12-31,00:00:00,
ORD05580,prdct0016,1,5.8,9.15,0.0,0,9999-12-31,00:00:00,
ORD05580,PRDCT0022,2,1.33,1.71,0.0,0,9999-12-31,00:00:00,
ord05580,PRDCT0032,24,5.96,8.87,0.1,0,9999-12-31,00:00:00,
ORD05581,PRDCT0025,1,2.38,3.73,0.05,0,9999-12-31,00:00:00,
ORD05582,prdct0009,1,15.02,21.31,0.05,0,9999-12-31,00:00:00,
ORD05582,PRDCT0018,3,8.07,10.6,0.0,0,9999-12-31,00:00:00,
ORD05582,prdct0008,3,11.2,17.61,0.0,0,9999-12-31,00:00:00,
ord05582,PRDCT0005,3,22.46,30.29,0.0,0,9999-12-31,00:00:00,
ORD05582,PRDCT0001,2,18.51,23.43,0.0,0,9999-12-31,00:00:00,
ORD05583,PRDCT0007,2,21.77,33.89,0.0,0,9999-12-31,00:00:00,
ORD05584,prdct0066,1,6.1,9.47,0.0,0,9999-12-31,00:00:00,
ord05584,PRDCT0083,11,5.04,6.57,0.0,0,9999-12-31,00:00:00,
ord05584,PRDCT0068,3,12.21,18.36,0.0,0,9999-12-31,00:00:00,
ord05585,PRDCT0066,3,5.55,8.61,0.2,0,9999-12-31,00:00:00,
ORD05585,prdct0076,4,14.08,21.74,0.15,0,9999-12-31,00:00:00,
ord05585,PRDCT0086,4,9.82,16.3,0.15,0,9999-12-31,00:00:00,
ORD05585,PRDCT0075,5,3.97,6.06,0.2,0,9999-12-31,00:00:00,
ord05585,prdct0085,4,3.67,5.11,0.15,1,"Sep 03, 2025",23:08:34,Customer Changed Mind
ORD05585,PRDCT0084,3,6.4,10.03,0.25,0,9999-12-31,00:00:00,
ord05586,PRDCT0088,1,9.99,15.72,0.0,0,9999-12-31,00:00:00,
ORD05586,PRDCT0081,1,7.88,10.85,0.0,0,9999-12-31,00:00:00,
ORD05586,PRDCT0066,10,5.55,8.61,0.0,0,9999-12-31,00:00:00,
ORD05587,PRDCT0005,2,29.89,40.31,0.0,0,9999-12-31,00:00:00,
ORD05587,PRDCT0009,1,19.99,28.36,0.0,0,9999-12-31,00:00:00,
ORD05587,PRDCT0007,2,31.87,49.62,0.0,0,9999-12-31,00:00:00,
ORD05588,PRDCT0004,3,9.74,12.6,0.05,0,9999-12-31,00:00:00,
ord05588,PRDCT0046,1,2.02,2.73,0.0,0,9999-12-31,00:00:00,
ord05589,PRDCT0030,2,1.09,1.64,0.0,0,9999-12-31,00:00:00,
ORD05589,prdct0006,3,11.1,13.99,0.05,0,9999-12-31,00:00:00,
ord05589,PRDCT0005,15,24.7,33.31,0.0,0,9999-12-31,00:00:00,
ORD05589,PRDCT0026,2,5.88,7.79,0.0,0,9999-12-31,00:00:00,
ORD05589,PRDCT0023,2,2.24,3.05,0.15,0,9999-12-31,00:00:00,
ORD05590,PRDCT0075,4,2.71,4.14,0.0,0,9999-12-31,00:00:00,
ORD05590,prdct0090,22,8.94,14.24,0.0,0,9999-12-31,00:00:00,
ord05590,PRDCT0080,9,4.82,6.47,0.0,0,9999-12-31,00:00:00,
ORD05591,prdct0087,1,7.14,11.07,0.0,0,9999-12-31,00:00:00,
ord05591,prdct0073,2,5.19,8.54,0.0,0,9999-12-31,00:00:00,
ORD05592,prdct0081,1,5.92,8.15,0.0,0,9999-12-31,00:00:00,
ord05592,PRDCT0072,2,7.06,10.69,0.0,0,9999-12-31,00:00:00,
ord05592,PRDCT0085,1,2.76,3.84,0.0,0,9999-12-31,00:00:00,
ord05593,PRDCT0070,1,4.65,5.85,0.0,0,9999-12-31,00:00:00,
ord05594,prdct0032,2,5.96,8.87,0.15,0,9999-12-31,00:00:00,
ord05594,PRDCT0042,2,2.97,4.86,0.05,1,05-04-25,07:38:35,Customer Changed Mind
ORD05594,PRDCT0058,1,6.37,8.23,0.05,0,9999-12-31,00:00:00,
ORD05595,prdct0055,2,2.45,3.98,0.0,0,9999-12-31,00:00:00,
ORD05595,PRDCT0037,3,1.56,2.04,0.05,0,9999-12-31,00:00:00,
ORD05596,prdct0059,4,4.71,7.39,0.1,0,9999-12-31,00:00:00,
ORD05596,PRDCT0050,2,1.44,2.31,0.0,0,9999-12-31,00:00:00,
ORD05596,prdct0048,2,3.9,5.59,0.0,0,9999-12-31,00:00:00,
ORD05596,prdct0044,2,3.94,5.41,0.0,0,9999-12-31,00:00:00,
ORD05596,PRDCT0046,3,2.02,2.73,0.0,0,9999-12-31,00:00:00,
ORD05596,prdct0057,5,6.31,8.29,0.0,0,9999-12-31,00:00:00,
ORD05596,PRDCT0042,4,2.23,3.65,0.0,0,9999-12-31,00:00:00,
ORD05597,PRDCT0030,3,0.99,1.49,0.0,0,9999-12-31,00:00:00,
ord05597,PRDCT0022,1,1.1,1.42,0.15,0,9999-12-31,00:00:00,
ORD05597,PRDCT0006,2,10.09,12.72,0.15,0,9999-12-31,00:00:00,
ord05597,PRDCT0020,21,5.65,8.22,0.0,0,9999-12-31,00:00:00,
ord05598,prdct0035,1,1.67,2.1,0.0,0,9999-12-31,00:00:00,
ORD05599,PRDCT0076,1,12.8,19.77,0.0,0,9999-12-31,00:00:00,
ORD05599,PRDCT0062,1,4.01,6.44,0.05,0,9999-12-31,00:00:00,
ORD05599,PRDCT0067,2,2.45,3.67,0.0,0,9999-12-31,00:00:00,
ORD05600,PRDCT0026,2,6.47,8.56,0.15,0,9999-12-31,00:00:00,
ORD05600,prdct0010,2,20.04,30.45,0.15,0,9999-12-31,00:00:00,
ORD05600,prdct0017,3,2.84,3.6,0.2,0,9999-12-31,00:00:00,
ORD05600,PRDCT0004,2,12.96,16.76,0.2,0,9999-12-31,00:00:00,
ord05600,PRDCT0014,1,3.5,4.98,0.15,0,9999-12-31,00:00:00,
ORD05601,prdct0092,8,14.14,18.23,0.0,1,23-05-2026,00:33:16,Customer Changed Mind
ORD05602,prdct0085,2,3.67,5.11,0.0,0,9999-12-31,00:00:00,
ord05602,PRDCT0073,2,6.28,10.34,0.0,1,01 Sep 2025,04:43:31,Skin Irritation/Allergy
ORD05602,PRDCT0074,1,11.41,16.28,0.0,0,9999-12-31,00:00:00,
ORD05603,prdct0083,3,4.58,5.97,0.0,0,9999-12-31,00:00:00,
ORD05603,prdct0082,3,10.98,15.52,0.0,0,9999-12-31,00:00:00,
ord05603,PRDCT0071,3,14.79,22.74,0.05,0,9999-12-31,00:00:00,
ORD05603,PRDCT0069,4,7.54,10.18,0.0,0,9999-12-31,00:00:00,
ord05603,prdct0090,4,13.09,20.85,0.0,0,9999-12-31,00:00:00,
ORD05603,PRDCT0085,4,3.67,5.11,0.0,0,9999-12-31,00:00:00,
ORD05603,prdct0076,2,14.08,21.74,0.15,1,19-05-2025,16:47:03,Wrong Product Sent
ORD05604,PRDCT0020,1,6.84,9.94,0.0,0,9999-12-31,00:00:00,
ord05604,prdct0003,2,12.84,20.35,0.15,0,9999-12-31,00:00:00,
ORD05604,PRDCT0016,2,5.8,9.15,0.0,0,9999-12-31,00:00:00,
ord05605,PRDCT0085,2,3.04,4.22,0.3,0,9999-12-31,00:00:00,
ord05606,prdct0081,3,6.51,8.97,0.0,0,9999-12-31,00:00:00,
ORD05606,PRDCT0077,19,4.49,6.43,0.0,1,05-16-23,06:43:47,Customer Changed Mind
ord05607,prdct0064,1,9.43,12.21,0.0,0,9999-12-31,00:00:00,
ORD05607,PRDCT0075,1,3.28,5.01,0.0,0,9999-12-31,00:00:00,
ord05607,PRDCT0077,3,4.49,6.43,0.0,0,9999-12-31,00:00:00,
ord05607,prdct0073,2,5.19,8.54,0.0,0,9999-12-31,00:00:00,
ord05608,PRDCT0038,4,5.89,7.89,0.25,0,9999-12-31,00:00:00,
ORD05608,PRDCT0034,4,2.53,3.34,0.2,0,9999-12-31,00:00:00,
ORD05608,PRDCT0031,3,3.48,5.33,0.4,0,9999-12-31,00:00:00,
ord05608,PRDCT0053,4,7.04,10.83,0.15,0,9999-12-31,00:00:00,
ORD05608,PRDCT0046,3,2.69,3.63,0.25,0,9999-12-31,00:00:00,
ord05609,PRDCT0079,4,8.95,11.9,0.0,1,"Sep 19, 2021",21:45:14,Packaging Defect
ord05609,prdct0084,1,4.37,6.85,0.0,0,9999-12-31,00:00:00,
ORD05609,PRDCT0066,2,3.79,5.88,0.0,0,9999-12-31,00:00:00,
ORD05610,prdct0067,1,2.23,3.34,0.25,1,"Sep 03, 2023",10:41:11,Expired Date
ORD05611,prdct0065,1,1.33,1.9,0.0,0,9999-12-31,00:00:00,
ORD05611,prdct0086,1,8.12,13.47,0.0,0,9999-12-31,00:00:00,
ORD05611,PRDCT0050,3,1.59,2.54,0.0,0,9999-12-31,00:00:00,
ORD05612,PRDCT0009,3,15.02,21.31,0.0,0,9999-12-31,00:00:00,
ORD05612,PRDCT0065,1,1.33,1.9,0.1,0,9999-12-31,00:00:00,
ORD05613,PRDCT0017,2,1.94,2.46,0.0,0,9999-12-31,00:00:00,
ORD05613,prdct0016,3,3.96,6.25,0.1,0,9999-12-31,00:00:00,
ORD05613,PRDCT0006,1,8.34,10.51,0.0,0,9999-12-31,00:00:00,
ORD05614,PRDCT0037,2,1.56,2.04,0.15,0,9999-12-31,00:00:00,
ORD05615,prdct0005,1,27.17,36.65,0.0,0,9999-12-31,00:00:00,
ord05616,PRDCT0056,1,2.59,4.09,0.0,0,9999-12-31,00:00:00,
ORD05617,PRDCT0045,2,4.24,6.1,0.0,0,9999-12-31,00:00:00,
ORD05617,PRDCT0033,1,2.38,3.36,0.1,0,9999-12-31,00:00:00,
ord05618,PRDCT0004,3,11.78,15.24,0.05,0,9999-12-31,00:00:00,
ORD05618,prdct0017,1,2.58,3.27,0.0,0,9999-12-31,00:00:00,
ord05618,PRDCT0069,2,6.85,9.25,0.0,0,9999-12-31,00:00:00,
ORD05619,PRDCT0075,2,3.97,6.06,0.0,0,9999-12-31,00:00:00,
ord05619,PRDCT0079,1,13.1,17.42,0.0,0,9999-12-31,00:00:00,
ord05619,PRDCT0071,2,14.79,22.74,0.05,0,9999-12-31,00:00:00,
ORD05619,prdct0053,1,7.04,10.83,0.0,0,9999-12-31,00:00:00,
ord05620,PRDCT0049,2,3.08,4.5,0.0,0,9999-12-31,00:00:00,
ord05620,PRDCT0055,1,2.02,3.29,0.0,0,9999-12-31,00:00:00,
ORD05620,PRDCT0043,2,2.37,3.56,0.05,0,9999-12-31,00:00:00,
ORD05620,prdct0052,2,2.73,3.89,0.15,0,9999-12-31,00:00:00,
ORD05621,PRDCT0083,2,3.44,4.49,0.0,0,9999-12-31,00:00:00,
ord05621,prdct0081,2,5.92,8.15,0.0,0,9999-12-31,00:00:00,
ord05621,prdct0072,1,7.06,10.69,0.0,0,9999-12-31,00:00:00,
ORD05622,PRDCT0003,1,11.67,18.5,0.0,0,9999-12-31,00:00:00,
ord05622,PRDCT0013,2,5.23,6.91,0.05,1,23-07-2024,07:13:10,Taste Defect
ORD05623,PRDCT0003,1,14.12,22.39,0.0,0,9999-12-31,00:00:00,
ord05623,prdct0022,1,1.47,1.88,0.1,0,9999-12-31,00:00:00,
ORD05624,PRDCT0099,1,10.88,13.95,0.0,0,9999-12-31,00:00:00,
ORD05624,PRDCT0052,1,3.63,5.18,0.0,0,9999-12-31,00:00:00,
ORD05624,PRDCT0055,2,2.69,4.38,0.15,0,9999-12-31,00:00:00,
ORD05625,prdct0026,1,5.35,7.08,0.0,0,9999-12-31,00:00:00,
ord05625,prdct0003,3,10.61,16.82,0.05,0,9999-12-31,00:00:00,
ORD05625,PRDCT0007,1,23.95,37.28,0.0,0,9999-12-31,00:00:00,
ORD05626,PRDCT0056,1,2.35,3.72,0.0,0,9999-12-31,00:00:00,
ORD05626,PRDCT0054,9,3.44,4.59,0.05,0,9999-12-31,00:00:00,
ORD05626,PRDCT0039,1,3.88,6.31,0.05,0,9999-12-31,00:00:00,
ord05626,PRDCT0052,1,2.73,3.89,0.0,1,12/11/2022,18:35:47,Crushed/Broken
ORD05627,prdct0057,6,6.95,9.12,0.0,0,9999-12-31,00:00:00,
ORD05627,prdct0049,1,3.39,4.95,0.0,0,9999-12-31,00:00:00,
ORD05627,PRDCT0056,2,2.59,4.09,0.05,0,9999-12-31,00:00:00,
ORD05627,PRDCT0040,2,2.61,4.2,0.05,0,9999-12-31,00:00:00,
ord05627,PRDCT0044,3,4.33,5.95,0.0,0,9999-12-31,00:00:00,
ORD05628,PRDCT0083,1,3.13,4.08,0.0,0,9999-12-31,00:00:00,
ord05628,PRDCT0090,2,8.94,14.24,0.0,0,9999-12-31,00:00:00,
ORD05628,prdct0078,1,10.26,15.82,0.05,0,9999-12-31,00:00:00,
ord05629,PRDCT0030,1,0.9,1.35,0.0,0,9999-12-31,00:00:00,
ord05629,prdct0029,3,1.01,1.58,0.0,0,9999-12-31,00:00:00,
ORD05629,PRDCT0022,1,1.0,1.29,0.0,0,9999-12-31,00:00:00,
ORD05629,PRDCT0016,2,4.36,6.88,0.05,0,9999-12-31,00:00:00,
ORD05630,PRDCT0082,2,8.25,11.66,0.15,0,9999-12-31,00:00:00,
ORD05630,PRDCT0071,1,11.11,17.08,0.0,0,9999-12-31,00:00:00,
ORD05630,prdct0049,1,3.08,4.5,0.0,0,9999-12-31,00:00:00,
ord05631,PRDCT0003,1,11.67,18.5,0.0,0,9999-12-31,00:00:00,
ORD05631,PRDCT0014,2,3.18,4.53,0.0,0,9999-12-31,00:00:00,
ORD05631,PRDCT0015,2,4.99,8.19,0.0,0,9999-12-31,00:00:00,
ORD05632,prdct0040,2,2.61,4.2,0.05,0,9999-12-31,00:00:00,
ORD05632,PRDCT0054,2,3.79,5.05,0.0,0,9999-12-31,00:00:00,
ORD05632,PRDCT0045,6,4.66,6.72,0.0,0,9999-12-31,00:00:00,
ORD05632,PRDCT0037,1,1.42,1.85,0.0,0,9999-12-31,00:00:00,
ORD05632,PRDCT0032,2,4.92,7.33,0.0,0,9999-12-31,00:00:00,
ORD05633,PRDCT0033,2,2.61,3.69,0.1,0,9999-12-31,00:00:00,
ORD05633,PRDCT0031,2,2.88,4.4,0.1,0,9999-12-31,00:00:00,
ORD05634,PRDCT0017,3,2.84,3.6,0.0,0,9999-12-31,00:00:00,
ORD05634,PRDCT0011,2,5.77,9.19,0.1,0,9999-12-31,00:00:00,
ORD05635,PRDCT0011,1,4.33,6.91,0.0,0,9999-12-31,00:00:00,
ord05636,prdct0046,2,2.23,3.0,0.0,0,9999-12-31,00:00:00,
ord05637,PRDCT0001,2,20.36,25.77,0.0,0,9999-12-31,00:00:00,
ord05637,PRDCT0017,4,2.58,3.27,0.0,0,9999-12-31,00:00:00,
ORD05637,PRDCT0022,1,1.21,1.56,0.0,0,9999-12-31,00:00:00,
ord05637,PRDCT0025,3,3.17,4.96,0.0,0,9999-12-31,00:00:00,
ord05637,PRDCT0016,5,5.27,8.32,0.0,0,9999-12-31,00:00:00,
ord05638,PRDCT0013,2,4.76,6.28,0.05,0,9999-12-31,00:00:00,
ord05638,PRDCT0016,2,4.79,7.56,0.0,1,2023.04.08,08:00:47,Wrong Item Sent
ord05638,PRDCT0010,2,16.56,25.17,0.05,0,9999-12-31,00:00:00,
ORD05639,PRDCT0019,1,3.75,6.05,0.0,0,9999-12-31,00:00:00,
ord05639,prdct0016,1,5.8,9.15,0.0,0,9999-12-31,00:00:00,
ord05640,PRDCT0082,2,9.08,12.83,0.0,0,9999-12-31,00:00:00,
ORD05640,PRDCT0084,2,5.29,8.29,0.0,0,9999-12-31,00:00:00,
ORD05640,PRDCT0079,5,10.83,14.4,0.0,0,9999-12-31,00:00:00,
ORD05640,PRDCT0086,3,8.12,13.47,0.0,0,9999-12-31,00:00:00,
ORD05640,PRDCT0081,3,6.51,8.97,0.0,0,9999-12-31,00:00:00,
ORD05640,prdct0088,5,8.25,13.0,0.05,0,9999-12-31,00:00:00,
ORD05640,PRDCT0077,3,4.49,6.43,0.0,0,9999-12-31,00:00:00,
ord05640,PRDCT0042,2,2.46,4.02,0.0,0,9999-12-31,00:00:00,
ord05641,prdct0079,4,14.41,19.17,0.0,1,27 Jan 2026,13:12:27,Packaging Defect
ORD05641,PRDCT0090,2,14.4,22.93,0.0,0,9999-12-31,00:00:00,
ORD05641,PRDCT0080,3,7.76,10.42,0.0,0,9999-12-31,00:00:00,
ORD05641,prdct0087,1,9.5,14.74,0.0,0,9999-12-31,00:00:00,
ORD05641,prdct0072,1,10.34,15.65,0.0,0,9999-12-31,00:00:00,
ORD05642,prdct0039,1,3.53,5.74,0.0,0,9999-12-31,00:00:00,
ORD05642,PRDCT0047,1,3.59,5.04,0.0,1,27 Sep 2021,04:36:42,Stale/Hard
ord05643,PRDCT0045,3,4.66,6.72,0.15,1,14 May 2023,00:36:07,Molded
ord05643,prdct0043,3,2.6,3.92,0.0,0,9999-12-31,00:00:00,
ORD05643,prdct0033,2,2.61,3.69,0.15,0,9999-12-31,00:00:00,
ORD05643,prdct0034,2,2.09,2.76,0.1,0,9999-12-31,00:00:00,
ord05643,PRDCT0032,3,4.92,7.33,0.0,0,9999-12-31,00:00:00,
ORD05644,PRDCT0016,2,4.79,7.56,0.1,0,9999-12-31,00:00:00,
ORD05644,PRDCT0023,3,2.03,2.77,0.0,0,9999-12-31,00:00:00,
ORD05644,PRDCT0009,2,15.02,21.31,0.0,0,9999-12-31,00:00:00,
ORD05645,PRDCT0051,1,1.82,2.49,0.0,0,9999-12-31,00:00:00,
ord05645,PRDCT0033,2,3.16,4.47,0.0,0,9999-12-31,00:00:00,
ORD05646,PRDCT0072,2,7.77,11.76,0.0,0,9999-12-31,00:00:00,
ORD05646,PRDCT0089,4,9.26,13.66,0.0,0,9999-12-31,00:00:00,
ord05646,prdct0070,2,5.12,6.44,0.0,0,9999-12-31,00:00:00,
ORD05646,prdct0079,2,10.83,14.4,0.0,0,9999-12-31,00:00:00,
ORD05646,PRDCT0071,3,12.22,18.79,0.0,0,9999-12-31,00:00:00,
ORD05647,prdct0021,1,1.65,2.36,0.0,0,9999-12-31,00:00:00,
ORD05647,prdct0030,2,1.2,1.8,0.0,0,9999-12-31,00:00:00,
ord05648,PRDCT0049,1,3.39,4.95,0.0,0,9999-12-31,00:00:00,
ord05648,PRDCT0071,2,12.22,18.79,0.0,0,9999-12-31,00:00:00,
ORD05649,PRDCT0016,2,4.36,6.88,0.0,0,9999-12-31,00:00:00,
ORD05650,prdct0056,2,2.35,3.72,0.05,0,9999-12-31,00:00:00,
ord05650,prdct0031,1,2.62,4.0,0.0,0,9999-12-31,00:00:00,
ORD05651,PRDCT0004,1,12.96,16.76,0.0,0,9999-12-31,00:00:00,
ord05651,PRDCT0021,2,1.65,2.36,0.0,0,9999-12-31,00:00:00,
ORD05652,prdct0004,14,10.71,13.85,0.0,0,9999-12-31,00:00:00,
ORD05652,PRDCT0017,2,2.35,2.98,0.0,0,9999-12-31,00:00:00,
ord05652,PRDCT0026,1,5.35,7.08,0.0,0,9999-12-31,00:00:00,
ord05653,PRDCT0075,2,3.97,6.06,0.0,0,9999-12-31,00:00:00,
ORD05653,prdct0056,2,3.13,4.95,0.0,0,9999-12-31,00:00:00,
ORD05654,prdct0086,1,8.12,13.47,0.0,0,9999-12-31,00:00:00,
ORD05654,prdct0059,2,5.18,8.13,0.0,0,9999-12-31,00:00:00,
ORD05655,PRDCT0012,2,4.4,6.52,0.05,0,9999-12-31,00:00:00,
ord05655,PRDCT0011,1,6.35,10.11,0.0,0,9999-12-31,00:00:00,
ord05655,prdct0029,2,1.48,2.32,0.0,0,9999-12-31,00:00:00,
ORD05656,prdct0047,3,4.34,6.1,0.0,0,9999-12-31,00:00:00,
ORD05656,PRDCT0045,2,4.66,6.72,0.0,0,9999-12-31,00:00:00,
ord05656,PRDCT0033,2,2.61,3.69,0.0,0,9999-12-31,00:00:00,
ord05656,PRDCT0052,4,3.0,4.28,0.0,0,9999-12-31,00:00:00,
ORD05656,PRDCT0034,2,2.09,2.76,0.0,1,04-20-23,04:56:03,Customer Changed Mind
ORD05656,prdct0032,3,4.92,7.33,0.0,0,9999-12-31,00:00:00,
ORD05657,PRDCT0085,1,3.67,5.11,0.0,0,9999-12-31,00:00:00,
ord05657,PRDCT0061,12,11.39,14.61,0.0,0,9999-12-31,00:00:00,
ord05657,PRDCT0084,1,6.4,10.03,0.0,0,9999-12-31,00:00:00,
ORD05658,PRDCT0009,2,15.02,21.31,0.4,0,9999-12-31,00:00:00,
ord05658,PRDCT0004,14,10.71,13.85,0.25,0,9999-12-31,00:00:00,
ORD05659,PRDCT0002,1,27.11,37.67,0.05,0,9999-12-31,00:00:00,
ORD05659,PRDCT0001,1,20.36,25.77,0.0,0,9999-12-31,00:00:00,
ord05659,PRDCT0014,1,3.18,4.53,0.0,0,9999-12-31,00:00:00,
ORD05660,PRDCT0077,2,5.43,7.77,0.0,0,9999-12-31,00:00:00,
ORD05660,PRDCT0006,2,12.21,15.39,0.0,0,9999-12-31,00:00:00,
ORD05661,prdct0051,2,1.82,2.49,0.4,0,9999-12-31,00:00:00,
ORD05661,PRDCT0096,2,4.38,5.62,0.2,0,9999-12-31,00:00:00,
ORD05662,PRDCT0056,2,2.85,4.5,0.0,0,9999-12-31,00:00:00,
ORD05663,PRDCT0048,1,4.3,6.15,0.0,0,9999-12-31,00:00:00,
ORD05664,prdct0074,2,10.37,14.8,0.0,0,9999-12-31,00:00:00,
ORD05664,PRDCT0066,4,5.04,7.83,0.0,0,9999-12-31,00:00:00,
ORD05664,PRDCT0065,14,1.46,2.09,0.0,0,9999-12-31,00:00:00,
ORD05664,PRDCT0078,1,13.66,21.06,0.05,0,9999-12-31,00:00:00,
ORD05664,prdct0050,3,1.74,2.8,0.15,0,9999-12-31,00:00:00,
ORD05665,PRDCT0060,3,6.88,9.72,0.0,1,09 Oct 2024,16:20:30,Wrong Flavor Sent
