Age,CustomerSegment,Age_Group,CustomerID,Region,Gender,City,SignUpDate,Year_SignUpDate,Month_SignUpDate,MonthName_SignupDate
22,Standard,Young Adults,CSTMR0514,MARMARA,FEMALE,KOCAELI,2023/11/04,2023,11,November
46,Standard,Late Adults,CSTMR0515,BLACK SEA,MALE,TRABZON,2021/08/23,2021,8,August
35,Standard,Early Adults,CSTMR0516,MARMARA,FEMALE,BURSA,2021/09/20,2021,9,September
18,Standard,Young Adults,CSTMR0517,AEGEAN,FEMALE,IZMIR,2021/11/15,2021,11,November
32,VIP,Early Adults,CSTMR0518,MARMARA,MALE,BURSA,2020/11/19,2020,11,November
28,Standard,Early Adults,CSTMR0519,MEDITERRANEAN,MALE,ANTALYA,2020/12/19,2020,12,December
46,Standard,Late Adults,CSTMR0520,MARMARA,MALE,BURSA,2021/12/10,2021,12,December
49,VIP,Late Adults,CSTMR0521,MARMARA,MALE,ISTANBUL,2020/07/17,2020,7,July
32,Premium,Early Adults,CSTMR0522,CENTRAL ANATOLIA,MALE,ESKISEHIR,2021/02/08,2021,2,February
39,Standard,Middle Adults,CSTMR0523,MARMARA,FEMALE,ISTANBUL,2021/07/06,2021,7,July
49,VIP,Late Adults,CSTMR0524,MARMARA,FEMALE,ISTANBUL,2021/04/19,2021,4,April
18,Premium,Young Adults,CSTMR0525,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/09/02,2020,9,September
40,Standard,Middle Adults,CSTMR0526,CENTRAL ANATOLIA,MALE,ANKARA,2021/06/19,2021,6,June
39,Standard,Middle Adults,CSTMR0527,MARMARA,MALE,ISTANBUL,2020/05/10,2020,5,May
50,Standard,Late Adults,CSTMR0528,MARMARA,FEMALE,KOCAELI,2021/11/11,2021,11,November
29,Standard,Early Adults,CSTMR0529,MEDITERRANEAN,FEMALE,ADANA,2021/01/25,2021,1,January
38,Premium,Middle Adults,CSTMR0530,MARMARA,FEMALE,BURSA,2021/01/18,2021,1,January
52,Premium,Late Adults,CSTMR0531,CENTRAL ANATOLIA,MALE,ANKARA,2020/01/11,2020,1,January
47,Standard,Late Adults,CSTMR0532,MARMARA,FEMALE,ISTANBUL,2020/07/24,2020,7,July
46,Standard,Late Adults,CSTMR0533,MARMARA,FEMALE,KOCAELI,2022/01/22,2022,1,January
28,Premium,Early Adults,CSTMR0534,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/02/01,2020,2,February
44,VIP,Middle Adults,CSTMR0535,MARMARA,FEMALE,ISTANBUL,2021/05/19,2021,5,May
39,Premium,Middle Adults,CSTMR0536,AEGEAN,MALE,IZMIR,2022/07/05,2022,7,July
27,Premium,Early Adults,CSTMR0537,MEDITERRANEAN,MALE,ADANA,2022/06/13,2022,6,June
44,Standard,Middle Adults,CSTMR0538,AEGEAN,FEMALE,AYDIN,2022/10/21,2022,10,October
32,Standard,Early Adults,CSTMR0539,MARMARA,FEMALE,ISTANBUL,2021/11/11,2021,11,November
49,Premium,Late Adults,CSTMR0540,MARMARA,MALE,ISTANBUL,2020/09/01,2020,9,September
43,Standard,Middle Adults,CSTMR0541,MEDITERRANEAN,FEMALE,ANTALYA,2020/03/05,2020,3,March
58,Standard,Late Adults,CSTMR0542,MARMARA,MALE,KOCAELI,2022/05/13,2022,5,May
37,Standard,Middle Adults,CSTMR0543,MARMARA,MALE,ISTANBUL,2022/07/13,2022,7,July
43,Standard,Middle Adults,CSTMR0544,MEDITERRANEAN,FEMALE,ANTALYA,2020/04/12,2020,4,April
25,Standard,Young Adults,CSTMR0545,MEDITERRANEAN,FEMALE,ANTALYA,2021/10/20,2021,10,October
37,Standard,Middle Adults,CSTMR0546,CENTRAL ANATOLIA,FEMALE,ANKARA,2023/01/23,2023,1,January
42,VIP,Middle Adults,CSTMR0547,CENTRAL ANATOLIA,FEMALE,ANKARA,2021/02/06,2021,2,February
47,Standard,Late Adults,CSTMR0548,CENTRAL ANATOLIA,MALE,ANKARA,2022/10/11,2022,10,October
33,Standard,Early Adults,CSTMR0549,MARMARA,FEMALE,KOCAELI,2023/02/23,2023,2,February
39,Premium,Middle Adults,CSTMR0550,MARMARA,FEMALE,BURSA,2022/06/20,2022,6,June
29,Premium,Early Adults,CSTMR0551,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/02/19,2020,2,February
36,VIP,Middle Adults,CSTMR0552,MARMARA,FEMALE,ISTANBUL,2021/07/12,2021,7,July
46,Premium,Late Adults,CSTMR0553,MARMARA,FEMALE,ISTANBUL,2020/08/02,2020,8,August
48,VIP,Late Adults,CSTMR0554,MARMARA,FEMALE,ISTANBUL,2022/11/18,2022,11,November
42,Premium,Middle Adults,CSTMR0555,MARMARA,MALE,ISTANBUL,2021/11/11,2021,11,November
37,Standard,Middle Adults,CSTMR0556,MARMARA,MALE,BURSA,2022/10/15,2022,10,October
46,Premium,Late Adults,CSTMR0557,MARMARA,OTHER,KOCAELI,2020/06/14,2020,6,June
54,Standard,Late Adults,CSTMR0558,MARMARA,MALE,ISTANBUL,2021/10/30,2021,10,October
59,Premium,Late Adults,CSTMR0559,MARMARA,MALE,BURSA,2021/01/01,2021,1,January
30,Premium,Early Adults,CSTMR0560,AEGEAN,FEMALE,AYDIN,2023/03/03,2023,3,March
47,Standard,Late Adults,CSTMR0561,MARMARA,FEMALE,ISTANBUL,2020/09/04,2020,9,September
56,Standard,Late Adults,CSTMR0562,MARMARA,FEMALE,ISTANBUL,2021/08/17,2021,8,August
35,Standard,Early Adults,CSTMR0563,AEGEAN,FEMALE,IZMIR,2021/09/01,2021,9,September
41,Standard,Middle Adults,CSTMR0564,AEGEAN,MALE,IZMIR,2020/10/27,2020,10,October
44,Premium,Middle Adults,CSTMR0565,MARMARA,FEMALE,BURSA,2020/02/15,2020,2,February
37,Premium,Middle Adults,CSTMR0566,MEDITERRANEAN,MALE,ADANA,2021/10/18,2021,10,October
46,Standard,Late Adults,CSTMR0567,MARMARA,FEMALE,ISTANBUL,2021/01/01,2021,1,January
34,Premium,Early Adults,CSTMR0568,AEGEAN,MALE,AYDIN,2022/07/03,2022,7,July
22,Premium,Young Adults,CSTMR0569,AEGEAN,FEMALE,AYDIN,2020/02/08,2020,2,February
46,Standard,Late Adults,CSTMR0570,AEGEAN,FEMALE,AYDIN,2022/06/12,2022,6,June
35,Standard,Early Adults,CSTMR0571,MARMARA,MALE,BURSA,2023/03/30,2023,3,March
46,VIP,Late Adults,CSTMR0572,MEDITERRANEAN,MALE,ANTALYA,2021/09/30,2021,9,September
21,VIP,Young Adults,CSTMR0573,AEGEAN,FEMALE,IZMIR,2022/04/12,2022,4,April
40,VIP,Middle Adults,CSTMR0574,MARMARA,FEMALE,ISTANBUL,2021/08/05,2021,8,August
50,Premium,Late Adults,CSTMR0575,MARMARA,MALE,ISTANBUL,2022/03/06,2022,3,March
66,Premium,Older Adults,CSTMR0576,MARMARA,FEMALE,ISTANBUL,2022/02/05,2022,2,February
50,Standard,Late Adults,CSTMR0577,MARMARA,FEMALE,KOCAELI,2020/01/04,2020,1,January
43,Standard,Middle Adults,CSTMR0578,CENTRAL ANATOLIA,MALE,ANKARA,2022/02/10,2022,2,February
32,Standard,Early Adults,CSTMR0579,MARMARA,MALE,ISTANBUL,2023/02/26,2023,2,February
37,Standard,Middle Adults,CSTMR0580,AEGEAN,FEMALE,IZMIR,2022/11/27,2022,11,November
48,Standard,Late Adults,CSTMR0581,CENTRAL ANATOLIA,MALE,ANKARA,2022/03/13,2022,3,March
49,Standard,Late Adults,CSTMR0582,MEDITERRANEAN,MALE,ANTALYA,2020/10/09,2020,10,October
21,Standard,Young Adults,CSTMR0583,CENTRAL ANATOLIA,MALE,ANKARA,2020/06/01,2020,6,June
22,Standard,Young Adults,CSTMR0584,CENTRAL ANATOLIA,FEMALE,ANKARA,2021/09/13,2021,9,September
35,Standard,Early Adults,CSTMR0585,AEGEAN,FEMALE,IZMIR,2021/06/30,2021,6,June
27,Premium,Early Adults,CSTMR0586,CENTRAL ANATOLIA,MALE,ANKARA,2020/03/27,2020,3,March
33,Standard,Early Adults,CSTMR0587,AEGEAN,MALE,IZMIR,2021/10/14,2021,10,October
57,Standard,Late Adults,CSTMR0588,MARMARA,FEMALE,KOCAELI,2022/12/04,2022,12,December
49,Standard,Late Adults,CSTMR0589,MARMARA,MALE,KOCAELI,2021/10/23,2021,10,October
49,Standard,Late Adults,CSTMR0590,MARMARA,MALE,BURSA,2021/02/19,2021,2,February
28,Standard,Early Adults,CSTMR0591,MARMARA,FEMALE,ISTANBUL,2022/10/31,2022,10,October
34,Premium,Early Adults,CSTMR0592,MARMARA,FEMALE,BURSA,2020/05/26,2020,5,May
41,Premium,Middle Adults,CSTMR0593,MARMARA,MALE,BURSA,2022/08/15,2022,8,August
38,Standard,Middle Adults,CSTMR0594,MARMARA,FEMALE,BURSA,2022/09/28,2022,9,September
50,Premium,Late Adults,CSTMR0595,AEGEAN,FEMALE,IZMIR,2020/08/26,2020,8,August
35,VIP,Early Adults,CSTMR0596,MARMARA,FEMALE,ISTANBUL,2022/07/13,2022,7,July
25,VIP,Young Adults,CSTMR0597,CENTRAL ANATOLIA,MALE,ANKARA,2022/10/27,2022,10,October
38,Premium,Middle Adults,CSTMR0598,CENTRAL ANATOLIA,MALE,ANKARA,2021/06/12,2021,6,June
49,Standard,Late Adults,CSTMR0599,MARMARA,FEMALE,ISTANBUL,2022/04/03,2022,4,April
35,Standard,Early Adults,CSTMR0600,AEGEAN,MALE,AYDIN,2021/09/23,2021,9,September
34,Standard,Early Adults,CSTMR0601,MARMARA,MALE,ISTANBUL,2021/09/21,2021,9,September
42,Standard,Middle Adults,CSTMR0602,MARMARA,FEMALE,ISTANBUL,2022/08/19,2022,8,August
37,Standard,Middle Adults,CSTMR0603,AEGEAN,MALE,IZMIR,2021/10/19,2021,10,October
35,Standard,Early Adults,CSTMR0604,MARMARA,FEMALE,ISTANBUL,2021/06/17,2021,6,June
45,Standard,Middle Adults,CSTMR0605,MARMARA,FEMALE,KOCAELI,2022/12/08,2022,12,December
43,VIP,Middle Adults,CSTMR0606,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/11/30,2020,11,November
37,Standard,Middle Adults,CSTMR0607,MARMARA,FEMALE,ISTANBUL,2020/07/24,2020,7,July
31,Premium,Early Adults,CSTMR0608,MARMARA,MALE,BURSA,2022/04/22,2022,4,April
35,Standard,Early Adults,CSTMR0609,MARMARA,FEMALE,ISTANBUL,2023/02/21,2023,2,February
63,Standard,Older Adults,CSTMR0610,MARMARA,FEMALE,ISTANBUL,2023/03/05,2023,3,March
18,Premium,Young Adults,CSTMR0611,AEGEAN,FEMALE,IZMIR,2021/04/29,2021,4,April
41,Premium,Middle Adults,CSTMR0612,MARMARA,FEMALE,BURSA,2023/01/20,2023,1,January
42,Premium,Middle Adults,CSTMR0613,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/06/17,2022,6,June
40,Standard,Middle Adults,CSTMR0614,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/07/26,2022,7,July
28,Premium,Early Adults,CSTMR0615,AEGEAN,MALE,IZMIR,2022/11/29,2022,11,November
56,Standard,Late Adults,CSTMR0616,CENTRAL ANATOLIA,MALE,ANKARA,2021/10/11,2021,10,October
40,VIP,Middle Adults,CSTMR0617,MARMARA,FEMALE,BURSA,2022/07/05,2022,7,July
32,Standard,Early Adults,CSTMR0618,MARMARA,MALE,BURSA,2020/03/02,2020,3,March
40,Standard,Middle Adults,CSTMR0619,MARMARA,MALE,ISTANBUL,2021/11/15,2021,11,November
44,Standard,Middle Adults,CSTMR0620,MARMARA,MALE,ISTANBUL,2022/11/07,2022,11,November
50,Standard,Late Adults,CSTMR0621,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/06/05,2022,6,June
44,Standard,Middle Adults,CSTMR0622,AEGEAN,FEMALE,IZMIR,2020/07/22,2020,7,July
18,Standard,Young Adults,CSTMR0623,MARMARA,FEMALE,BURSA,2021/08/30,2021,8,August
34,Standard,Early Adults,CSTMR0624,MARMARA,MALE,ISTANBUL,2021/11/20,2021,11,November
38,Premium,Middle Adults,CSTMR0625,AEGEAN,OTHER,AYDIN,2021/03/30,2021,3,March
20,Premium,Young Adults,CSTMR0626,CENTRAL ANATOLIA,MALE,ANKARA,2020/11/26,2020,11,November
45,Standard,Middle Adults,CSTMR0627,MARMARA,FEMALE,ISTANBUL,2022/05/08,2022,5,May
50,Standard,Late Adults,CSTMR0628,MARMARA,FEMALE,BURSA,2022/03/13,2022,3,March
42,Standard,Middle Adults,CSTMR0629,MARMARA,FEMALE,ISTANBUL,2021/05/15,2021,5,May
55,Standard,Late Adults,CSTMR0630,CENTRAL ANATOLIA,MALE,ANKARA,2020/04/23,2020,4,April
38,Premium,Middle Adults,CSTMR0631,MARMARA,MALE,ISTANBUL,2021/05/29,2021,5,May
24,Premium,Young Adults,CSTMR0632,AEGEAN,FEMALE,IZMIR,2021/06/20,2021,6,June
48,VIP,Late Adults,CSTMR0633,MARMARA,MALE,ISTANBUL,2022/12/07,2022,12,December
52,Premium,Late Adults,CSTMR0634,MEDITERRANEAN,MALE,ANTALYA,2021/11/25,2021,11,November
18,VIP,Young Adults,CSTMR0635,MARMARA,FEMALE,KOCAELI,2023/02/10,2023,2,February
21,Premium,Young Adults,CSTMR0636,MARMARA,FEMALE,KOCAELI,2020/10/14,2020,10,October
25,Standard,Young Adults,CSTMR0637,MEDITERRANEAN,MALE,ANTALYA,2020/10/03,2020,10,October
55,Standard,Late Adults,CSTMR0638,AEGEAN,MALE,IZMIR,2022/06/05,2022,6,June
42,Standard,Middle Adults,CSTMR0639,AEGEAN,MALE,IZMIR,2021/07/09,2021,7,July
25,Standard,Young Adults,CSTMR0640,AEGEAN,MALE,IZMIR,2020/04/02,2020,4,April
35,Standard,Early Adults,CSTMR0641,MARMARA,OTHER,BURSA,2021/06/15,2021,6,June
22,Standard,Young Adults,CSTMR0642,MARMARA,MALE,KOCAELI,2023/01/22,2023,1,January
43,Standard,Middle Adults,CSTMR0643,MARMARA,FEMALE,ISTANBUL,2022/05/25,2022,5,May
50,VIP,Late Adults,CSTMR0644,MARMARA,FEMALE,ISTANBUL,2020/10/22,2020,10,October
21,VIP,Young Adults,CSTMR0645,AEGEAN,MALE,IZMIR,2021/06/02,2021,6,June
45,Standard,Middle Adults,CSTMR0646,AEGEAN,MALE,IZMIR,2020/03/06,2020,3,March
41,Standard,Middle Adults,CSTMR0647,MARMARA,MALE,BURSA,2021/08/29,2021,8,August
38,Premium,Middle Adults,CSTMR0648,MARMARA,MALE,ISTANBUL,2022/08/02,2022,8,August
43,Standard,Middle Adults,CSTMR0649,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/12/30,2022,12,December
18,Standard,Young Adults,CSTMR0650,MARMARA,FEMALE,BURSA,2021/12/28,2021,12,December
18,Standard,Young Adults,CSTMR0651,CENTRAL ANATOLIA,MALE,ANKARA,2020/04/19,2020,4,April
32,Standard,Early Adults,CSTMR0652,MARMARA,FEMALE,ISTANBUL,2021/10/11,2021,10,October
32,Premium,Early Adults,CSTMR0653,MARMARA,MALE,ISTANBUL,2023/01/14,2023,1,January
40,Standard,Middle Adults,CSTMR0654,MARMARA,MALE,ISTANBUL,2022/02/28,2022,2,February
54,Standard,Late Adults,CSTMR0655,MARMARA,MALE,ISTANBUL,2021/04/30,2021,4,April
41,Premium,Middle Adults,CSTMR0656,MARMARA,FEMALE,ISTANBUL,2023/02/09,2023,2,February
41,Standard,Middle Adults,CSTMR0657,MARMARA,FEMALE,BURSA,2020/04/15,2020,4,April
37,Premium,Middle Adults,CSTMR0658,MARMARA,MALE,ISTANBUL,2023/01/17,2023,1,January
43,Standard,Middle Adults,CSTMR0659,MARMARA,FEMALE,ISTANBUL,2022/10/04,2022,10,October
42,Standard,Middle Adults,CSTMR0660,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/02/09,2020,2,February
58,Standard,Late Adults,CSTMR0661,MARMARA,MALE,KOCAELI,2022/11/27,2022,11,November
37,Premium,Middle Adults,CSTMR0662,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/11/07,2022,11,November
43,Standard,Middle Adults,CSTMR0663,CENTRAL ANATOLIA,MALE,ESKISEHIR,2022/05/26,2022,5,May
18,Premium,Young Adults,CSTMR0664,AEGEAN,MALE,IZMIR,2022/10/13,2022,10,October
42,Standard,Middle Adults,CSTMR0665,MEDITERRANEAN,MALE,ANTALYA,2022/04/24,2022,4,April
37,Premium,Middle Adults,CSTMR0666,AEGEAN,FEMALE,IZMIR,2020/07/08,2020,7,July
18,VIP,Young Adults,CSTMR0667,CENTRAL ANATOLIA,MALE,ESKISEHIR,2021/08/30,2021,8,August
34,Standard,Early Adults,CSTMR0668,AEGEAN,MALE,IZMIR,2020/07/03,2020,7,July
52,Standard,Late Adults,CSTMR0669,AEGEAN,MALE,IZMIR,2020/03/11,2020,3,March
27,Standard,Early Adults,CSTMR0670,MARMARA,MALE,ISTANBUL,2022/01/31,2022,1,January
46,Standard,Late Adults,CSTMR0671,AEGEAN,FEMALE,IZMIR,2020/10/02,2020,10,October
54,Standard,Late Adults,CSTMR0672,MARMARA,FEMALE,ISTANBUL,2022/06/29,2022,6,June
39,Standard,Middle Adults,CSTMR0673,MEDITERRANEAN,MALE,ANTALYA,2023/02/08,2023,2,February
44,Standard,Middle Adults,CSTMR0674,MARMARA,MALE,BURSA,2022/05/06,2022,5,May
31,Premium,Early Adults,CSTMR0675,CENTRAL ANATOLIA,MALE,ANKARA,2022/02/19,2022,2,February
54,Premium,Late Adults,CSTMR0676,MARMARA,MALE,ISTANBUL,2022/04/28,2022,4,April
38,Standard,Middle Adults,CSTMR0677,MARMARA,MALE,KOCAELI,2021/04/15,2021,4,April
48,Standard,Late Adults,CSTMR0678,CENTRAL ANATOLIA,MALE,ANKARA,2021/10/10,2021,10,October
37,Standard,Middle Adults,CSTMR0679,MARMARA,MALE,ISTANBUL,2020/05/19,2020,5,May
32,Premium,Early Adults,CSTMR0680,AEGEAN,MALE,IZMIR,2020/03/12,2020,3,March
22,Premium,Young Adults,CSTMR0681,MARMARA,FEMALE,ISTANBUL,2021/09/06,2021,9,September
43,Premium,Middle Adults,CSTMR0682,MARMARA,MALE,ISTANBUL,2022/02/01,2022,2,February
35,Standard,Early Adults,CSTMR0683,MARMARA,MALE,ISTANBUL,2021/07/05,2021,7,July
45,Standard,Middle Adults,CSTMR0684,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/08/14,2020,8,August
23,Premium,Young Adults,CSTMR0685,MARMARA,FEMALE,ISTANBUL,2022/05/20,2022,5,May
25,VIP,Young Adults,CSTMR0686,AEGEAN,MALE,IZMIR,2022/11/17,2022,11,November
41,Premium,Middle Adults,CSTMR0687,MARMARA,FEMALE,ISTANBUL,2020/02/27,2020,2,February
44,Standard,Middle Adults,CSTMR0688,MARMARA,OTHER,KOCAELI,2021/11/30,2021,11,November
30,VIP,Early Adults,CSTMR0689,MARMARA,FEMALE,BURSA,2022/06/15,2022,6,June
35,Standard,Early Adults,CSTMR0690,MARMARA,FEMALE,KOCAELI,2021/04/04,2021,4,April
24,Standard,Young Adults,CSTMR0691,MEDITERRANEAN,MALE,ANTALYA,2021/06/20,2021,6,June
41,Premium,Middle Adults,CSTMR0692,MARMARA,MALE,ISTANBUL,2021/09/21,2021,9,September
43,VIP,Middle Adults,CSTMR0693,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2022/10/25,2022,10,October
56,Premium,Late Adults,CSTMR0694,CENTRAL ANATOLIA,FEMALE,ANKARA,2023/01/04,2023,1,January
18,Standard,Young Adults,CSTMR0695,CENTRAL ANATOLIA,MALE,ESKISEHIR,2022/05/01,2022,5,May
19,Standard,Young Adults,CSTMR0696,MARMARA,FEMALE,ISTANBUL,2021/01/02,2021,1,January
31,Premium,Early Adults,CSTMR0697,MARMARA,FEMALE,BURSA,2021/09/19,2021,9,September
25,VIP,Young Adults,CSTMR0698,MARMARA,MALE,KOCAELI,2020/10/20,2020,10,October
42,Standard,Middle Adults,CSTMR0699,AEGEAN,FEMALE,IZMIR,2022/09/10,2022,9,September
30,Standard,Early Adults,CSTMR0700,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2023/02/09,2023,2,February
27,Premium,Early Adults,CSTMR0701,CENTRAL ANATOLIA,MALE,ANKARA,2022/05/21,2022,5,May
40,Standard,Middle Adults,CSTMR0702,MARMARA,MALE,BURSA,2020/12/10,2020,12,December
47,Standard,Late Adults,CSTMR0703,MARMARA,FEMALE,ISTANBUL,2020/11/06,2020,11,November
29,Premium,Early Adults,CSTMR0704,AEGEAN,MALE,IZMIR,2021/07/08,2021,7,July
48,Standard,Late Adults,CSTMR0705,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/04/17,2020,4,April
56,Premium,Late Adults,CSTMR0706,AEGEAN,MALE,IZMIR,2022/08/17,2022,8,August
37,Premium,Middle Adults,CSTMR0707,MARMARA,FEMALE,ISTANBUL,2021/06/26,2021,6,June
43,Standard,Middle Adults,CSTMR0708,MARMARA,OTHER,BURSA,2021/07/05,2021,7,July
42,Standard,Middle Adults,CSTMR0709,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2020/01/22,2020,1,January
28,Standard,Early Adults,CSTMR0710,MARMARA,MALE,BURSA,2021/06/12,2021,6,June
32,Standard,Early Adults,CSTMR0711,CENTRAL ANATOLIA,FEMALE,ESKISEHIR,2020/06/11,2020,6,June
50,Standard,Late Adults,CSTMR0712,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/09/25,2020,9,September
40,Standard,Middle Adults,CSTMR0713,MARMARA,MALE,KOCAELI,2020/01/26,2020,1,January
43,VIP,Middle Adults,CSTMR0714,MARMARA,MALE,ISTANBUL,2021/07/24,2021,7,July
58,Standard,Late Adults,CSTMR0715,MARMARA,FEMALE,ISTANBUL,2021/01/18,2021,1,January
43,Standard,Middle Adults,CSTMR0716,CENTRAL ANATOLIA,MALE,ANKARA,2022/01/20,2022,1,January
46,Standard,Late Adults,CSTMR0717,MARMARA,FEMALE,BURSA,2021/07/03,2021,7,July
18,Standard,Young Adults,CSTMR0718,MARMARA,OTHER,BURSA,2020/12/28,2020,12,December
40,Standard,Middle Adults,CSTMR0719,MARMARA,FEMALE,KOCAELI,2022/05/29,2022,5,May
57,Standard,Late Adults,CSTMR0720,AEGEAN,MALE,IZMIR,2022/01/01,2022,1,January
39,Standard,Middle Adults,CSTMR0721,AEGEAN,FEMALE,AYDIN,2022/02/09,2022,2,February
19,Premium,Young Adults,CSTMR0722,AEGEAN,FEMALE,AYDIN,2020/07/19,2020,7,July
37,Standard,Middle Adults,CSTMR0723,MARMARA,MALE,BURSA,2023/02/22,2023,2,February
30,Premium,Early Adults,CSTMR0724,CENTRAL ANATOLIA,FEMALE,ANKARA,2021/10/19,2021,10,October
24,Standard,Young Adults,CSTMR0725,CENTRAL ANATOLIA,MALE,ESKISEHIR,2021/10/24,2021,10,October
18,Premium,Young Adults,CSTMR0726,CENTRAL ANATOLIA,FEMALE,ANKARA,2021/05/08,2021,5,May
18,VIP,Young Adults,CSTMR0727,MARMARA,FEMALE,ISTANBUL,2021/08/30,2021,8,August
38,Standard,Middle Adults,CSTMR0728,MARMARA,FEMALE,ISTANBUL,2021/10/01,2021,10,October
36,Premium,Middle Adults,CSTMR0729,AEGEAN,MALE,AYDIN,2021/02/19,2021,2,February
43,Standard,Middle Adults,CSTMR0730,MEDITERRANEAN,MALE,ANTALYA,2020/05/29,2020,5,May
57,Standard,Late Adults,CSTMR0731,AEGEAN,FEMALE,IZMIR,2020/04/22,2020,4,April
50,Standard,Late Adults,CSTMR0732,MARMARA,FEMALE,ISTANBUL,2020/05/04,2020,5,May
18,Premium,Young Adults,CSTMR0733,MARMARA,FEMALE,ISTANBUL,2021/01/02,2021,1,January
53,Standard,Late Adults,CSTMR0734,AEGEAN,FEMALE,AYDIN,2021/08/28,2021,8,August
50,Premium,Late Adults,CSTMR0735,MARMARA,FEMALE,ISTANBUL,2020/04/08,2020,4,April
57,Standard,Late Adults,CSTMR0736,MEDITERRANEAN,FEMALE,ANTALYA,2022/06/21,2022,6,June
30,Premium,Early Adults,CSTMR0737,MARMARA,FEMALE,ISTANBUL,2020/08/28,2020,8,August
36,Premium,Middle Adults,CSTMR0738,AEGEAN,FEMALE,AYDIN,2021/10/17,2021,10,October
36,Standard,Middle Adults,CSTMR0739,AEGEAN,FEMALE,IZMIR,2022/09/25,2022,9,September
37,VIP,Middle Adults,CSTMR0740,MARMARA,FEMALE,KOCAELI,2021/08/13,2021,8,August
48,Standard,Late Adults,CSTMR0741,MARMARA,FEMALE,ISTANBUL,2020/01/12,2020,1,January
18,Premium,Young Adults,CSTMR0742,MARMARA,FEMALE,ISTANBUL,2021/09/04,2021,9,September
18,Standard,Young Adults,CSTMR0743,CENTRAL ANATOLIA,FEMALE,ANKARA,2022/07/14,2022,7,July
30,Premium,Early Adults,CSTMR0744,AEGEAN,MALE,IZMIR,2023/02/21,2023,2,February
61,Premium,Older Adults,CSTMR0745,AEGEAN,MALE,IZMIR,2021/04/05,2021,4,April
36,Premium,Middle Adults,CSTMR0746,CENTRAL ANATOLIA,MALE,ANKARA,2022/10/08,2022,10,October
25,Standard,Young Adults,CSTMR0747,MARMARA,FEMALE,ISTANBUL,2023/03/15,2023,3,March
18,Standard,Young Adults,CSTMR0748,MARMARA,MALE,BURSA,2021/04/15,2021,4,April
22,Standard,Young Adults,CSTMR0749,MARMARA,FEMALE,ISTANBUL,2022/07/10,2022,7,July
24,Standard,Young Adults,CSTMR0750,AEGEAN,FEMALE,IZMIR,2021/03/16,2021,3,March
43,Standard,Middle Adults,CSTMR0751,MARMARA,OTHER,ISTANBUL,2022/09/15,2022,9,September
62,Standard,Older Adults,CSTMR0752,MARMARA,FEMALE,BURSA,2020/05/14,2020,5,May
52,Standard,Late Adults,CSTMR0753,MARMARA,FEMALE,KOCAELI,2021/02/18,2021,2,February
29,Standard,Early Adults,CSTMR0754,AEGEAN,FEMALE,IZMIR,2023/03/07,2023,3,March
51,Standard,Late Adults,CSTMR0755,MARMARA,FEMALE,ISTANBUL,2020/09/01,2020,9,September
40,Standard,Middle Adults,CSTMR0756,MARMARA,MALE,ISTANBUL,2020/06/12,2020,6,June
26,Standard,Early Adults,CSTMR0757,CENTRAL ANATOLIA,FEMALE,ANKARA,2023/02/05,2023,2,February
29,Standard,Early Adults,CSTMR0758,MARMARA,FEMALE,ISTANBUL,2021/05/07,2021,5,May
46,Standard,Late Adults,CSTMR0759,MARMARA,MALE,ISTANBUL,2022/10/12,2022,10,October
37,Standard,Middle Adults,CSTMR0760,MARMARA,MALE,ISTANBUL,2020/03/07,2020,3,March
27,Standard,Early Adults,CSTMR0761,MARMARA,FEMALE,KOCAELI,2020/12/01,2020,12,December
52,Standard,Late Adults,CSTMR0762,MARMARA,FEMALE,ISTANBUL,2021/05/19,2021,5,May
25,Premium,Young Adults,CSTMR0763,MARMARA,MALE,KOCAELI,2022/11/07,2022,11,November
60,Standard,Late Adults,CSTMR0764,MARMARA,MALE,BURSA,2021/06/10,2021,6,June
38,Standard,Middle Adults,CSTMR0765,MARMARA,MALE,ISTANBUL,2022/04/25,2022,4,April
72,Standard,Older Adults,CSTMR0766,CENTRAL ANATOLIA,FEMALE,ANKARA,2020/11/09,2020,11,November
26,Premium,Early Adults,CSTMR0767,MARMARA,OTHER,KOCAELI,2022/04/27,2022,4,April
50,VIP,Late Adults,CSTMR0768,MARMARA,MALE,ISTANBUL,2022/07/29,2022,7,July
27,Standard,Early Adults,CSTMR0769,AEGEAN,FEMALE,IZMIR,2023/02/01,2023,2,February
